filepath,species,split
data\processed\images_128\dog_00833_flickr_dog_000928.jpg,dog,train
data\processed\images_128\cat_02783_pixabay_cat_002248.jpg,cat,train
data\processed\images_128\cat_04318_pixabay_cat_003922.jpg,cat,train
data\processed\images_128\cat_00908_pixabay_cat_000199.jpg,cat,train
data\processed\images_128\cat_02331_pixabay_cat_001762.jpg,cat,train
data\processed\images_128\dog_00133_flickr_dog_000146.jpg,dog,train
data\processed\images_128\dog_04676_pixabay_dog_003987.jpg,dog,train
data\processed\images_128\cat_05317_pixabay_cat_000760.jpg,cat,train
data\processed\images_128\cat_00940_pixabay_cat_000233.jpg,cat,train
data\processed\images_128\cat_00415_flickr_cat_000467.jpg,cat,train
data\processed\images_128\cat_02725_pixabay_cat_002183.jpg,cat,train
data\processed\images_128\dog_03285_pixabay_dog_002462.jpg,dog,train
data\processed\images_128\dog_04648_pixabay_dog_003957.jpg,dog,train
data\processed\images_128\dog_04633_pixabay_dog_003939.jpg,dog,train
data\processed\images_128\cat_05274_pixabay_cat_000339.jpg,cat,train
data\processed\images_128\dog_02501_pixabay_dog_001605.jpg,dog,train
data\processed\images_128\cat_02373_pixabay_cat_001805.jpg,cat,train
data\processed\images_128\dog_03790_pixabay_dog_003016.jpg,dog,train
data\processed\images_128\cat_01493_pixabay_cat_000851.jpg,cat,train
data\processed\images_128\cat_02042_pixabay_cat_001449.jpg,cat,train
data\processed\images_128\cat_00535_flickr_cat_000603.jpg,cat,train
data\processed\images_128\cat_04872_pixabay_cat_004523.jpg,cat,train
data\processed\images_128\cat_01439_pixabay_cat_000786.jpg,cat,train
data\processed\images_128\dog_04990_pixabay_dog_001234.jpg,dog,train
data\processed\images_128\dog_00390_flickr_dog_000428.jpg,dog,train
data\processed\images_128\dog_02030_pixabay_dog_001088.jpg,dog,train
data\processed\images_128\cat_05075_pixabay_cat_004746.jpg,cat,train
data\processed\images_128\cat_03564_pixabay_cat_003097.jpg,cat,train
data\processed\images_128\dog_01829_pixabay_dog_000866.jpg,dog,train
data\processed\images_128\cat_02343_pixabay_cat_001774.jpg,cat,train
data\processed\images_128\dog_02354_pixabay_dog_001442.jpg,dog,train
data\processed\images_128\cat_05376_pixabay_cat_001405.jpg,cat,train
data\processed\images_128\cat_03894_pixabay_cat_003453.jpg,cat,train
data\processed\images_128\cat_04916_pixabay_cat_004571.jpg,cat,train
data\processed\images_128\cat_04779_pixabay_cat_004419.jpg,cat,train
data\processed\images_128\dog_00309_flickr_dog_000343.jpg,dog,train
data\processed\images_128\dog_01899_pixabay_dog_000942.jpg,dog,train
data\processed\images_128\dog_02080_pixabay_dog_001140.jpg,dog,train
data\processed\images_128\dog_04289_pixabay_dog_003569.jpg,dog,train
data\processed\images_128\cat_03913_pixabay_cat_003475.jpg,cat,train
data\processed\images_128\dog_00960_flickr_dog_001074.jpg,dog,train
data\processed\images_128\cat_05554_pixabay_cat_003723.jpg,cat,train
data\processed\images_128\dog_02412_pixabay_dog_001505.jpg,dog,train
data\processed\images_128\cat_00961_pixabay_cat_000256.jpg,cat,train
data\processed\images_128\cat_01564_pixabay_cat_000930.jpg,cat,train
data\processed\images_128\dog_02724_pixabay_dog_001842.jpg,dog,train
data\processed\images_128\cat_01304_pixabay_cat_000635.jpg,cat,train
data\processed\images_128\dog_00426_flickr_dog_000466.jpg,dog,train
data\processed\images_128\cat_05582_pixabay_cat_004029.jpg,cat,train
data\processed\images_128\dog_03698_pixabay_dog_002917.jpg,dog,train
data\processed\images_128\cat_04218_pixabay_cat_003812.jpg,cat,train
data\processed\images_128\dog_02179_pixabay_dog_001253.jpg,dog,train
data\processed\images_128\cat_00188_flickr_cat_000213.jpg,cat,train
data\processed\images_128\dog_04040_pixabay_dog_003286.jpg,dog,train
data\processed\images_128\cat_04958_pixabay_cat_004620.jpg,cat,train
data\processed\images_128\cat_03115_pixabay_cat_002607.jpg,cat,train
data\processed\images_128\cat_04764_pixabay_cat_004403.jpg,cat,train
data\processed\images_128\dog_01139_pixabay_dog_000085.jpg,dog,train
data\processed\images_128\dog_01836_pixabay_dog_000873.jpg,dog,train
data\processed\images_128\cat_04216_pixabay_cat_003809.jpg,cat,train
data\processed\images_128\dog_02421_pixabay_dog_001515.jpg,dog,train
data\processed\images_128\dog_00795_flickr_dog_000888.jpg,dog,train
data\processed\images_128\dog_02342_pixabay_dog_001429.jpg,dog,train
data\processed\images_128\cat_03635_pixabay_cat_003173.jpg,cat,train
data\processed\images_128\dog_02814_pixabay_dog_001943.jpg,dog,train
data\processed\images_128\dog_01921_pixabay_dog_000965.jpg,dog,train
data\processed\images_128\dog_02915_pixabay_dog_002054.jpg,dog,train
data\processed\images_128\cat_04097_pixabay_cat_003674.jpg,cat,train
data\processed\images_128\cat_03786_pixabay_cat_003334.jpg,cat,train
data\processed\images_128\dog_02258_pixabay_dog_001334.jpg,dog,train
data\processed\images_128\dog_02645_pixabay_dog_001758.jpg,dog,train
data\processed\images_128\cat_01532_pixabay_cat_000896.jpg,cat,train
data\processed\images_128\dog_02739_pixabay_dog_001858.jpg,dog,train
data\processed\images_128\dog_04150_pixabay_dog_003413.jpg,dog,train
data\processed\images_128\cat_02247_pixabay_cat_001671.jpg,cat,train
data\processed\images_128\cat_05045_pixabay_cat_004716.jpg,cat,train
data\processed\images_128\cat_02475_pixabay_cat_001910.jpg,cat,train
data\processed\images_128\cat_01176_pixabay_cat_000494.jpg,cat,train
data\processed\images_128\cat_02669_pixabay_cat_002119.jpg,cat,train
data\processed\images_128\cat_05152_pixabay_cat_004834.jpg,cat,train
data\processed\images_128\dog_02842_pixabay_dog_001974.jpg,dog,train
data\processed\images_128\cat_00727_flickr_cat_000818.jpg,cat,train
data\processed\images_128\dog_03985_pixabay_dog_003226.jpg,dog,train
data\processed\images_128\cat_05302_pixabay_cat_000636.jpg,cat,train
data\processed\images_128\dog_05154_pixabay_dog_003165.jpg,dog,train
data\processed\images_128\dog_02398_pixabay_dog_001490.jpg,dog,train
data\processed\images_128\dog_01523_pixabay_dog_000526.jpg,dog,train
data\processed\images_128\cat_00234_flickr_cat_000268.jpg,cat,train
data\processed\images_128\dog_00449_flickr_dog_000493.jpg,dog,train
data\processed\images_128\dog_02409_pixabay_dog_001502.jpg,dog,train
data\processed\images_128\dog_01267_pixabay_dog_000225.jpg,dog,train
data\processed\images_128\cat_00168_flickr_cat_000192.jpg,cat,train
data\processed\images_128\dog_00721_flickr_dog_000803.jpg,dog,train
data\processed\images_128\cat_03363_pixabay_cat_002878.jpg,cat,train
data\processed\images_128\dog_00200_flickr_dog_000223.jpg,dog,train
data\processed\images_128\dog_02378_pixabay_dog_001470.jpg,dog,train
data\processed\images_128\cat_04254_pixabay_cat_003851.jpg,cat,train
data\processed\images_128\cat_04044_pixabay_cat_003621.jpg,cat,train
data\processed\images_128\dog_04821_flickr_dog_000814.jpg,dog,train
data\processed\images_128\cat_04269_pixabay_cat_003866.jpg,cat,train
data\processed\images_128\cat_02361_pixabay_cat_001793.jpg,cat,train
data\processed\images_128\cat_01538_pixabay_cat_000903.jpg,cat,train
data\processed\images_128\dog_04200_pixabay_dog_003467.jpg,dog,train
data\processed\images_128\dog_01142_pixabay_dog_000089.jpg,dog,train
data\processed\images_128\cat_05573_pixabay_cat_003909.jpg,cat,train
data\processed\images_128\cat_02657_pixabay_cat_002106.jpg,cat,train
data\processed\images_128\dog_03533_pixabay_dog_002730.jpg,dog,train
data\processed\images_128\dog_03927_pixabay_dog_003162.jpg,dog,train
data\processed\images_128\dog_02482_pixabay_dog_001586.jpg,dog,train
data\processed\images_128\dog_03879_pixabay_dog_003110.jpg,dog,train
data\processed\images_128\cat_02285_pixabay_cat_001713.jpg,cat,train
data\processed\images_128\dog_00359_flickr_dog_000396.jpg,dog,train
data\processed\images_128\cat_04671_pixabay_cat_004302.jpg,cat,train
data\processed\images_128\dog_04836_flickr_dog_000972.jpg,dog,train
data\processed\images_128\dog_04627_pixabay_dog_003932.jpg,dog,train
data\processed\images_128\cat_00065_flickr_cat_000071.jpg,cat,train
data\processed\images_128\dog_01569_pixabay_dog_000576.jpg,dog,train
data\processed\images_128\dog_02907_pixabay_dog_002046.jpg,dog,train
data\processed\images_128\dog_02246_pixabay_dog_001322.jpg,dog,train
data\processed\images_128\cat_01846_pixabay_cat_001237.jpg,cat,train
data\processed\images_128\cat_00574_flickr_cat_000649.jpg,cat,train
data\processed\images_128\cat_03383_pixabay_cat_002900.jpg,cat,train
data\processed\images_128\cat_04085_pixabay_cat_003662.jpg,cat,train
data\processed\images_128\cat_00091_flickr_cat_000100.jpg,cat,train
data\processed\images_128\dog_01372_pixabay_dog_000348.jpg,dog,train
data\processed\images_128\cat_01243_pixabay_cat_000568.jpg,cat,train
data\processed\images_128\dog_04641_pixabay_dog_003950.jpg,dog,train
data\processed\images_128\dog_03343_pixabay_dog_002523.jpg,dog,train
data\processed\images_128\cat_04679_pixabay_cat_004312.jpg,cat,train
data\processed\images_128\dog_03600_pixabay_dog_002808.jpg,dog,train
data\processed\images_128\dog_03918_pixabay_dog_003153.jpg,dog,train
data\processed\images_128\cat_04659_pixabay_cat_004289.jpg,cat,train
data\processed\images_128\dog_02427_pixabay_dog_001521.jpg,dog,train
data\processed\images_128\dog_04832_flickr_dog_000934.jpg,dog,train
data\processed\images_128\cat_05196_flickr_cat_000377.jpg,cat,train
data\processed\images_128\cat_00390_flickr_cat_000440.jpg,cat,train
data\processed\images_128\dog_03380_pixabay_dog_002564.jpg,dog,train
data\processed\images_128\cat_03930_pixabay_cat_003494.jpg,cat,train
data\processed\images_128\dog_01502_pixabay_dog_000501.jpg,dog,train
data\processed\images_128\dog_00959_flickr_dog_001073.jpg,dog,train
data\processed\images_128\cat_03919_pixabay_cat_003481.jpg,cat,train
data\processed\images_128\dog_01374_pixabay_dog_000350.jpg,dog,train
data\processed\images_128\cat_00208_flickr_cat_000240.jpg,cat,train
data\processed\images_128\cat_01324_pixabay_cat_000658.jpg,cat,train
data\processed\images_128\cat_04009_pixabay_cat_003581.jpg,cat,train
data\processed\images_128\dog_00087_flickr_dog_000096.jpg,dog,train
data\processed\images_128\dog_03328_pixabay_dog_002506.jpg,dog,train
data\processed\images_128\cat_03081_pixabay_cat_002572.jpg,cat,train
data\processed\images_128\cat_02049_pixabay_cat_001458.jpg,cat,train
data\processed\images_128\cat_01457_pixabay_cat_000807.jpg,cat,train
data\processed\images_128\cat_05362_pixabay_cat_001269.jpg,cat,train
data\processed\images_128\cat_03551_pixabay_cat_003084.jpg,cat,train
data\processed\images_128\cat_04165_pixabay_cat_003754.jpg,cat,train
data\processed\images_128\dog_02116_pixabay_dog_001180.jpg,dog,train
data\processed\images_128\dog_02145_pixabay_dog_001215.jpg,dog,train
data\processed\images_128\dog_00248_flickr_dog_000277.jpg,dog,train
data\processed\images_128\dog_00596_flickr_dog_000661.jpg,dog,train
data\processed\images_128\dog_00964_flickr_dog_001078.jpg,dog,train
data\processed\images_128\dog_02703_pixabay_dog_001820.jpg,dog,train
data\processed\images_128\cat_04991_pixabay_cat_004658.jpg,cat,train
data\processed\images_128\cat_05370_pixabay_cat_001359.jpg,cat,train
data\processed\images_128\cat_03945_pixabay_cat_003510.jpg,cat,train
data\processed\images_128\cat_05059_pixabay_cat_004730.jpg,cat,train
data\processed\images_128\dog_02348_pixabay_dog_001436.jpg,dog,train
data\processed\images_128\cat_01080_pixabay_cat_000388.jpg,cat,train
data\processed\images_128\cat_00081_flickr_cat_000089.jpg,cat,train
data\processed\images_128\dog_00396_flickr_dog_000434.jpg,dog,train
data\processed\images_128\dog_01349_pixabay_dog_000319.jpg,dog,train
data\processed\images_128\cat_03345_pixabay_cat_002855.jpg,cat,train
data\processed\images_128\dog_00667_flickr_dog_000742.jpg,dog,train
data\processed\images_128\cat_05457_pixabay_cat_002488.jpg,cat,train
data\processed\images_128\cat_04308_pixabay_cat_003912.jpg,cat,train
data\processed\images_128\cat_05481_pixabay_cat_002860.jpg,cat,train
data\processed\images_128\dog_02350_pixabay_dog_001438.jpg,dog,train
data\processed\images_128\dog_01776_pixabay_dog_000807.jpg,dog,train
data\processed\images_128\dog_05138_pixabay_dog_002930.jpg,dog,train
data\processed\images_128\dog_03746_pixabay_dog_002969.jpg,dog,train
data\processed\images_128\dog_05009_pixabay_dog_001449.jpg,dog,train
data\processed\images_128\cat_04503_pixabay_cat_004121.jpg,cat,train
data\processed\images_128\dog_02383_pixabay_dog_001475.jpg,dog,train
data\processed\images_128\dog_01957_pixabay_dog_001003.jpg,dog,train
data\processed\images_128\dog_01642_pixabay_dog_000659.jpg,dog,train
data\processed\images_128\dog_04761_flickr_dog_000245.jpg,dog,train
data\processed\images_128\dog_04913_pixabay_dog_000490.jpg,dog,train
data\processed\images_128\cat_02028_pixabay_cat_001434.jpg,cat,train
data\processed\images_128\cat_02062_pixabay_cat_001474.jpg,cat,train
data\processed\images_128\cat_03871_pixabay_cat_003428.jpg,cat,train
data\processed\images_128\cat_05535_pixabay_cat_003503.jpg,cat,train
data\processed\images_128\cat_03802_pixabay_cat_003351.jpg,cat,train
data\processed\images_128\dog_00213_flickr_dog_000237.jpg,dog,train
data\processed\images_128\dog_01348_pixabay_dog_000318.jpg,dog,train
data\processed\images_128\dog_00812_flickr_dog_000906.jpg,dog,train
data\processed\images_128\cat_02881_pixabay_cat_002356.jpg,cat,train
data\processed\images_128\cat_04130_pixabay_cat_003711.jpg,cat,train
data\processed\images_128\cat_03529_pixabay_cat_003061.jpg,cat,train
data\processed\images_128\cat_01187_pixabay_cat_000506.jpg,cat,train
data\processed\images_128\dog_00637_flickr_dog_000708.jpg,dog,train
data\processed\images_128\cat_04367_pixabay_cat_003974.jpg,cat,train
data\processed\images_128\dog_01915_pixabay_dog_000959.jpg,dog,train
data\processed\images_128\cat_01959_pixabay_cat_001358.jpg,cat,train
data\processed\images_128\dog_04710_pixabay_dog_004028.jpg,dog,train
data\processed\images_128\dog_04707_pixabay_dog_004025.jpg,dog,train
data\processed\images_128\cat_03027_pixabay_cat_002515.jpg,cat,train
data\processed\images_128\cat_04141_pixabay_cat_003725.jpg,cat,train
data\processed\images_128\dog_01146_pixabay_dog_000093.jpg,dog,train
data\processed\images_128\cat_02997_pixabay_cat_002483.jpg,cat,train
data\processed\images_128\cat_00633_flickr_cat_000713.jpg,cat,train
data\processed\images_128\dog_02847_pixabay_dog_001980.jpg,dog,train
data\processed\images_128\cat_02051_pixabay_cat_001461.jpg,cat,train
data\processed\images_128\dog_02401_pixabay_dog_001493.jpg,dog,train
data\processed\images_128\cat_03835_pixabay_cat_003389.jpg,cat,train
data\processed\images_128\dog_03075_pixabay_dog_002230.jpg,dog,train
data\processed\images_128\cat_01210_pixabay_cat_000532.jpg,cat,train
data\processed\images_128\dog_00880_flickr_dog_000980.jpg,dog,train
data\processed\images_128\cat_04077_pixabay_cat_003654.jpg,cat,train
data\processed\images_128\dog_03610_pixabay_dog_002818.jpg,dog,train
data\processed\images_128\dog_01201_pixabay_dog_000153.jpg,dog,train
data\processed\images_128\dog_01344_pixabay_dog_000314.jpg,dog,train
data\processed\images_128\cat_00209_flickr_cat_000241.jpg,cat,train
data\processed\images_128\dog_03834_pixabay_dog_003060.jpg,dog,train
data\processed\images_128\cat_02698_pixabay_cat_002154.jpg,cat,train
data\processed\images_128\dog_04337_pixabay_dog_003619.jpg,dog,train
data\processed\images_128\dog_03362_pixabay_dog_002543.jpg,dog,train
data\processed\images_128\cat_00290_flickr_cat_000330.jpg,cat,train
data\processed\images_128\dog_03545_pixabay_dog_002744.jpg,dog,train
data\processed\images_128\dog_02845_pixabay_dog_001977.jpg,dog,train
data\processed\images_128\dog_03685_pixabay_dog_002903.jpg,dog,train
data\processed\images_128\dog_04265_pixabay_dog_003544.jpg,dog,train
data\processed\images_128\dog_04505_pixabay_dog_003805.jpg,dog,train
data\processed\images_128\dog_00762_flickr_dog_000853.jpg,dog,train
data\processed\images_128\cat_02950_pixabay_cat_002428.jpg,cat,train
data\processed\images_128\cat_05163_flickr_cat_000152.jpg,cat,train
data\processed\images_128\dog_00805_flickr_dog_000899.jpg,dog,train
data\processed\images_128\dog_01769_pixabay_dog_000800.jpg,dog,train
data\processed\images_128\cat_05417_pixabay_cat_002075.jpg,cat,train
data\processed\images_128\dog_03884_pixabay_dog_003115.jpg,dog,train
data\processed\images_128\dog_00831_flickr_dog_000926.jpg,dog,train
data\processed\images_128\dog_04807_flickr_dog_000706.jpg,dog,train
data\processed\images_128\dog_04908_pixabay_dog_000471.jpg,dog,train
data\processed\images_128\dog_02854_pixabay_dog_001988.jpg,dog,train
data\processed\images_128\dog_03717_pixabay_dog_002937.jpg,dog,train
data\processed\images_128\cat_02882_pixabay_cat_002357.jpg,cat,train
data\processed\images_128\cat_03624_pixabay_cat_003161.jpg,cat,train
data\processed\images_128\dog_01301_pixabay_dog_000263.jpg,dog,train
data\processed\images_128\cat_01827_pixabay_cat_001218.jpg,cat,train
data\processed\images_128\cat_03175_pixabay_cat_002671.jpg,cat,train
data\processed\images_128\cat_02489_pixabay_cat_001925.jpg,cat,train
data\processed\images_128\cat_00109_flickr_cat_000119.jpg,cat,train
data\processed\images_128\dog_00783_flickr_dog_000876.jpg,dog,train
data\processed\images_128\cat_04039_pixabay_cat_003616.jpg,cat,train
data\processed\images_128\cat_01111_pixabay_cat_000423.jpg,cat,train
data\processed\images_128\cat_00765_pixabay_cat_000039.jpg,cat,train
data\processed\images_128\cat_02389_pixabay_cat_001822.jpg,cat,train
